age,gender,qualification,employability_status,years_of_experience,location,field_of_study,skills,training_courses_completed,employment_rate,unemployment_rate
27,Non-binary,Matric,Unemployable,11,Rural,Psychology,"Cybersecurity, IoT Development, Human Resources",1,48.53333333333333,51.46666666666667
45,Non-binary,Matric,Unemployable,7,Rural,Agriculture,"Mobile App Development, Content Writing, Cloud Computing",5,48.53333333333333,51.46666666666667
31,Non-binary,Matric,Unemployable,1,Rural,Finance,"Human Resources, Blockchain, Machine Learning",2,48.53333333333333,51.46666666666667
22,Non-binary,Matric,Unemployable,3,Rural,Social Work,"Graphic Design, Data Analysis, Cybersecurity",5,48.53333333333333,51.46666666666667
33,Non-binary,Matric,Unemployable,2,Rural,Marketing,"Blockchain, Content Writing, Financial Analysis",4,48.53333333333333,51.46666666666667
20,Non-binary,Degree,Unemployable,15,Urban,Humanities,"Financial Analysis, IoT Development, Public Speaking",10,48.53333333333333,51.46666666666667
34,Non-binary,Degree,Unemployable,15,Urban,Education,"Content Writing, Time Management, Data Analysis",9,48.53333333333333,51.46666666666667
44,Non-binary,Degree,Unemployable,6,Urban,Environmental Science,"Time Management, Digital Marketing, Data Analysis",3,48.53333333333333,51.46666666666667
44,Non-binary,Degree,Unemployable,13,Urban,Architecture,"Machine Learning, Graphic Design, Content Writing",6,48.53333333333333,51.46666666666667
20,Non-binary,Degree,Unemployable,4,Urban,Marketing,"Human Resources, Mobile App Development, Time Management",2,48.53333333333333,51.46666666666667
41,Non-binary,Diploma,Employable,0,Rural,Psychology,"Blockchain, Mobile App Development, Data Analysis",5,48.53333333333333,51.46666666666667
30,Non-binary,Diploma,Employable,15,Rural,Architecture,"Content Writing, Graphic Design, Cybersecurity",5,48.53333333333333,51.46666666666667
31,Non-binary,Diploma,Employable,6,Rural,Architecture,"Public Speaking, Blockchain, Graphic Design",7,48.53333333333333,51.46666666666667
31,Non-binary,Diploma,Employable,10,Rural,Education,"Machine Learning, SEO, IoT Development",3,48.53333333333333,51.46666666666667
42,Non-binary,Diploma,Employable,14,Rural,Education,"Graphic Design, IoT Development, Cybersecurity",4,48.53333333333333,51.46666666666667
37,Non-binary,Matric,Employable,4,Urban,Humanities,"Machine Learning, Human Resources, IoT Development",8,48.53333333333333,51.46666666666667
20,Non-binary,Matric,Employable,8,Urban,Computer Science,"Machine Learning, Mobile App Development, Graphic Design",2,48.53333333333333,51.46666666666667
22,Non-binary,Matric,Employable,14,Urban,Environmental Science,"Financial Analysis, Graphic Design, Human Resources",9,48.53333333333333,51.46666666666667
33,Non-binary,Matric,Employable,4,Urban,Humanities,"Blockchain, Data Analysis, Human Resources",8,48.53333333333333,51.46666666666667
25,Non-binary,Matric,Employable,9,Urban,Environmental Science,"Machine Learning, IoT Development, Blockchain",7,48.53333333333333,51.46666666666667
42,Non-binary,No Qualification,Unemployable,7,Urban,Finance,"Mobile App Development, Digital Marketing, IoT Development",9,48.53333333333333,51.46666666666667
20,Non-binary,No Qualification,Unemployable,2,Urban,Architecture,"SEO, IoT Development, Data Analysis",2,48.53333333333333,51.46666666666667
30,Non-binary,No Qualification,Unemployable,6,Urban,Humanities,"Cloud Computing, Content Writing, Human Resources",4,48.53333333333333,51.46666666666667
27,Non-binary,No Qualification,Unemployable,10,Urban,Law,"Financial Analysis, Cloud Computing, SEO",0,48.53333333333333,51.46666666666667
23,Non-binary,No Qualification,Unemployable,15,Urban,Computer Science,"Digital Marketing, Mobile App Development, Cybersecurity",8,48.53333333333333,51.46666666666667
26,Male,Degree,Employable,7,Urban,Law,"IoT Development, Mobile App Development, Financial Analysis",10,48.53333333333333,51.46666666666667
42,Male,Degree,Employable,7,Urban,Humanities,"IoT Development, Financial Analysis, Time Management",10,48.53333333333333,51.46666666666667
29,Male,Degree,Employable,14,Urban,Education,"Content Writing, Public Speaking, Cybersecurity",0,48.53333333333333,51.46666666666667
41,Male,Degree,Employable,3,Urban,Psychology,"IoT Development, Blockchain, Machine Learning",2,48.53333333333333,51.46666666666667
45,Male,Degree,Employable,7,Urban,Marketing,"Blockchain, Human Resources, Content Writing",2,48.53333333333333,51.46666666666667
34,Male,No Qualification,Unemployable,9,Rural,Law,"Machine Learning, Content Writing, Digital Marketing",6,48.53333333333333,51.46666666666667
29,Male,No Qualification,Unemployable,8,Rural,Agriculture,"Content Writing, Public Speaking, Cloud Computing",5,48.53333333333333,51.46666666666667
18,Male,No Qualification,Unemployable,14,Rural,Humanities,"Time Management, SEO, Human Resources",2,48.53333333333333,51.46666666666667
37,Male,No Qualification,Unemployable,1,Rural,Architecture,"Data Analysis, Human Resources, IoT Development",8,48.53333333333333,51.46666666666667
25,Male,No Qualification,Unemployable,4,Rural,Psychology,"Time Management, Cloud Computing, IoT Development",2,48.53333333333333,51.46666666666667
18,Female,Diploma,Employable,14,Rural,Computer Science,"Graphic Design, Public Speaking, Content Writing",7,48.53333333333333,51.46666666666667
35,Female,Diploma,Employable,14,Rural,Finance,"Financial Analysis, Cloud Computing, Digital Marketing",3,48.53333333333333,51.46666666666667
22,Female,Diploma,Unemployable,14,Rural,Marketing,"SEO, Cloud Computing, Graphic Design",9,48.53333333333333,51.46666666666667
34,Female,Diploma,Employable,14,Rural,Humanities,"Cloud Computing, Cybersecurity, Financial Analysis",5,48.53333333333333,51.46666666666667
42,Female,Diploma,Employable,9,Rural,Agriculture,"Graphic Design, Machine Learning, Cybersecurity",9,48.53333333333333,51.46666666666667
38,Female,No Qualification,Unemployable,0,Urban,Humanities,"Financial Analysis, Human Resources, Machine Learning",7,48.53333333333333,51.46666666666667
34,Female,No Qualification,Unemployable,3,Urban,Agriculture,"Mobile App Development, Human Resources, IoT Development",4,48.53333333333333,51.46666666666667
32,Female,No Qualification,Unemployable,12,Urban,Humanities,"Digital Marketing, Cybersecurity, Public Speaking",8,48.53333333333333,51.46666666666667
30,Female,No Qualification,Unemployable,8,Urban,Environmental Science,"Public Speaking, Financial Analysis, Data Analysis",2,48.53333333333333,51.46666666666667
42,Female,No Qualification,Unemployable,8,Urban,Agriculture,"Cloud Computing, Time Management, Financial Analysis",1,48.53333333333333,51.46666666666667
22,Male,Postgraduate,Employable,12,Rural,Environmental Science,"IoT Development, Blockchain, Cybersecurity",10,48.53333333333333,51.46666666666667
27,Male,Postgraduate,Employable,2,Rural,Education,"IoT Development, Blockchain, Mobile App Development",9,48.53333333333333,51.46666666666667
25,Male,Postgraduate,Employable,0,Rural,Architecture,"IoT Development, Content Writing, Mobile App Development",10,48.53333333333333,51.46666666666667
32,Male,Postgraduate,Employable,10,Rural,Social Work,"Blockchain, Human Resources, SEO",6,48.53333333333333,51.46666666666667
29,Male,Postgraduate,Employable,0,Rural,Social Work,"Data Analysis, Cybersecurity, Cloud Computing",5,48.53333333333333,51.46666666666667
28,Male,No Qualification,Employable,12,Urban,Agriculture,"IoT Development, SEO, Cloud Computing",0,48.53333333333333,51.46666666666667
28,Male,No Qualification,Employable,11,Urban,Social Work,"Mobile App Development, Graphic Design, Cloud Computing",4,48.53333333333333,51.46666666666667
22,Male,No Qualification,Employable,5,Urban,Finance,"Graphic Design, Public Speaking, Time Management",1,48.53333333333333,51.46666666666667
39,Male,No Qualification,Employable,2,Urban,Social Work,"Blockchain, IoT Development, Time Management",6,48.53333333333333,51.46666666666667
27,Male,No Qualification,Employable,0,Urban,Environmental Science,"Graphic Design, Cybersecurity, Mobile App Development",8,48.53333333333333,51.46666666666667
34,Female,Matric,Unemployable,1,Urban,Psychology,"Machine Learning, Blockchain, Public Speaking",6,48.53333333333333,51.46666666666667
45,Female,Matric,Unemployable,13,Urban,Humanities,"Financial Analysis, Graphic Design, Digital Marketing",5,48.53333333333333,51.46666666666667
21,Female,Matric,Unemployable,14,Urban,Marketing,"Content Writing, Graphic Design, Time Management",1,48.53333333333333,51.46666666666667
19,Female,Matric,Unemployable,3,Urban,Environmental Science,"Public Speaking, Graphic Design, Blockchain",1,48.53333333333333,51.46666666666667
37,Female,Matric,Unemployable,11,Urban,Law,"Human Resources, Machine Learning, SEO",5,48.53333333333333,51.46666666666667
19,Non-binary,No Qualification,Unemployable,15,Rural,Psychology,"SEO, Time Management, Cloud Computing",3,48.53333333333333,51.46666666666667
20,Non-binary,No Qualification,Unemployable,1,Rural,Marketing,"Mobile App Development, Blockchain, Human Resources",6,48.53333333333333,51.46666666666667
32,Non-binary,No Qualification,Unemployable,7,Rural,Education,"Blockchain, Digital Marketing, IoT Development",0,48.53333333333333,51.46666666666667
38,Non-binary,No Qualification,Unemployable,15,Rural,Psychology,"Graphic Design, Cloud Computing, Mobile App Development",5,48.53333333333333,51.46666666666667
29,Non-binary,No Qualification,Unemployable,9,Rural,Finance,"Human Resources, Content Writing, Graphic Design",0,48.53333333333333,51.46666666666667
39,Non-binary,Matric,Unemployable,3,Urban,Humanities,"Cloud Computing, SEO, Human Resources",5,48.53333333333333,51.46666666666667
28,Non-binary,Matric,Employable,8,Urban,Humanities,"Machine Learning, Data Analysis, Cloud Computing",1,48.53333333333333,51.46666666666667
38,Non-binary,Matric,Employable,10,Urban,Finance,"Mobile App Development, SEO, Digital Marketing",6,48.53333333333333,51.46666666666667
34,Non-binary,Matric,Employable,15,Urban,Law,"Public Speaking, Machine Learning, Cybersecurity",9,48.53333333333333,51.46666666666667
21,Non-binary,Matric,Employable,0,Urban,Psychology,"Mobile App Development, IoT Development, Blockchain",5,48.53333333333333,51.46666666666667
35,Non-binary,Postgraduate,Employable,6,Rural,Finance,"Graphic Design, Mobile App Development, Cybersecurity",0,48.53333333333333,51.46666666666667
21,Non-binary,Postgraduate,Employable,14,Rural,Environmental Science,"Graphic Design, Time Management, SEO",7,48.53333333333333,51.46666666666667
21,Non-binary,Postgraduate,Employable,2,Rural,Finance,"Time Management, Content Writing, Cybersecurity",3,48.53333333333333,51.46666666666667
28,Non-binary,Postgraduate,Employable,5,Rural,Computer Science,"Time Management, SEO, Data Analysis",9,48.53333333333333,51.46666666666667
18,Non-binary,Postgraduate,Employable,2,Rural,Social Work,"Cybersecurity, Machine Learning, Human Resources",3,48.53333333333333,51.46666666666667
29,Non-binary,Matric,Employable,1,Rural,Psychology,"SEO, Machine Learning, Time Management",6,48.53333333333333,51.46666666666667
22,Non-binary,Matric,Employable,2,Rural,Psychology,"Digital Marketing, Graphic Design, SEO",7,48.53333333333333,51.46666666666667
39,Non-binary,Matric,Employable,2,Rural,Education,"Human Resources, Public Speaking, Digital Marketing",3,48.53333333333333,51.46666666666667
25,Non-binary,Matric,Employable,15,Rural,Law,"Graphic Design, Data Analysis, Cybersecurity",7,48.53333333333333,51.46666666666667
38,Non-binary,Matric,Employable,2,Rural,Education,"Human Resources, Cybersecurity, Content Writing",0,48.53333333333333,51.46666666666667
31,Male,No Qualification,Employable,15,Rural,Environmental Science,"Cloud Computing, Time Management, Cybersecurity",9,48.53333333333333,51.46666666666667
40,Male,No Qualification,Employable,0,Rural,Psychology,"Mobile App Development, Financial Analysis, Data Analysis",0,48.53333333333333,51.46666666666667
27,Male,No Qualification,Employable,8,Rural,Social Work,"IoT Development, SEO, Content Writing",4,48.53333333333333,51.46666666666667
20,Male,No Qualification,Employable,4,Rural,Architecture,"Public Speaking, IoT Development, Digital Marketing",9,48.53333333333333,51.46666666666667
27,Male,No Qualification,Employable,10,Rural,Environmental Science,"Machine Learning, SEO, Graphic Design",2,48.53333333333333,51.46666666666667
38,Non-binary,Postgraduate,Employable,4,Urban,Agriculture,"Human Resources, Machine Learning, Cybersecurity",5,48.53333333333333,51.46666666666667
25,Non-binary,Postgraduate,Employable,7,Urban,Law,"Time Management, Public Speaking, Graphic Design",1,48.53333333333333,51.46666666666667
32,Non-binary,Postgraduate,Employable,9,Urban,Education,"SEO, Blockchain, Human Resources",5,48.53333333333333,51.46666666666667
24,Non-binary,Postgraduate,Employable,10,Urban,Law,"Human Resources, Public Speaking, Time Management",1,48.53333333333333,51.46666666666667
22,Non-binary,Postgraduate,Employable,4,Urban,Law,"Graphic Design, Cybersecurity, Content Writing",1,48.53333333333333,51.46666666666667
39,Female,Postgraduate,Unemployable,3,Urban,Social Work,"Machine Learning, Blockchain, Human Resources",9,48.53333333333333,51.46666666666667
33,Female,Postgraduate,Employable,5,Urban,Psychology,"Public Speaking, Graphic Design, Digital Marketing",8,48.53333333333333,51.46666666666667
44,Female,Postgraduate,Employable,6,Urban,Marketing,"Graphic Design, Cloud Computing, Public Speaking",2,48.53333333333333,51.46666666666667
39,Female,Postgraduate,Employable,5,Urban,Environmental Science,"Cloud Computing, Human Resources, Mobile App Development",4,48.53333333333333,51.46666666666667
41,Female,Postgraduate,Employable,14,Urban,Social Work,"Cybersecurity, Mobile App Development, Public Speaking",2,48.53333333333333,51.46666666666667
18,Non-binary,Degree,Unemployable,4,Urban,Marketing,"Digital Marketing, SEO, Human Resources",7,48.53333333333333,51.46666666666667
26,Non-binary,Degree,Unemployable,2,Urban,Law,"SEO, Digital Marketing, Blockchain",5,48.53333333333333,51.46666666666667
30,Non-binary,Degree,Unemployable,8,Urban,Architecture,"Time Management, Machine Learning, IoT Development",5,48.53333333333333,51.46666666666667
22,Non-binary,Degree,Unemployable,1,Urban,Architecture,"Cloud Computing, Human Resources, Digital Marketing",9,48.53333333333333,51.46666666666667
41,Non-binary,Degree,Unemployable,9,Urban,Marketing,"Mobile App Development, Content Writing, Graphic Design",7,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,4,Urban,Architecture,"Human Resources, Public Speaking, Financial Analysis",10,48.53333333333333,51.46666666666667
43,Non-binary,Postgraduate,Unemployable,12,Urban,Psychology,"Cybersecurity, Public Speaking, Financial Analysis",2,48.53333333333333,51.46666666666667
34,Non-binary,Postgraduate,Unemployable,7,Urban,Marketing,"Machine Learning, Content Writing, Cloud Computing",8,48.53333333333333,51.46666666666667
18,Non-binary,Postgraduate,Unemployable,14,Urban,Education,"Time Management, Digital Marketing, Content Writing",0,48.53333333333333,51.46666666666667
30,Non-binary,Postgraduate,Unemployable,15,Urban,Social Work,"Financial Analysis, SEO, Digital Marketing",0,48.53333333333333,51.46666666666667
39,Male,Degree,Unemployable,3,Urban,Social Work,"Digital Marketing, Content Writing, Blockchain",8,48.53333333333333,51.46666666666667
43,Male,Degree,Unemployable,12,Urban,Marketing,"Public Speaking, Mobile App Development, IoT Development",4,48.53333333333333,51.46666666666667
34,Male,Degree,Unemployable,2,Urban,Marketing,"Financial Analysis, Mobile App Development, SEO",6,48.53333333333333,51.46666666666667
21,Male,Degree,Unemployable,4,Urban,Computer Science,"Graphic Design, Machine Learning, Cloud Computing",3,48.53333333333333,51.46666666666667
